h,s,v,emotion,is_error
0.444,0.501,0.049,Fear,False
0.741,0.847,0.24,Surprise,False
0.999,0.228,0.448,Surprise,False
0.579,0.656,0.946,Surprise,False
0.106,0.27,0.513,Surprise,False
0.882,0.718,0.95,Surprise,False
0.058,0.91,0.339,Surprise,False
0.971,0.456,0.175,Fear,False
0.39,0.054,0.983,Surprise,False
0.574,0.432,0.96,Fear,True
0.421,0.553,0.878,Surprise,False
0.201,0.766,0.411,Surprise,False
0.613,0.506,0.546,Surprise,False
0.995,0.608,0.528,Surprise,False
0.038,0.208,0.423,Surprise,False
0.624,0.685,0.968,Surprise,False
0.813,0.664,0.853,Surprise,False
0.984,0.354,0.936,Surprise,False
0.405,0.098,0.464,Surprise,False
0.404,0.185,0.48,Happiness,True
0.752,0.549,0.939,Surprise,False
0.305,0.677,0.68,Disgust,False
0.594,0.271,0.461,Sadness,False
0.283,0.798,0.153,Fear,False
0.718,0.775,0.496,Surprise,False
0.617,0.949,0.914,Surprise,False
0.71,0.905,0.001,Fear,False
0.166,0.87,0.785,Happiness,False
0.585,0.549,0.379,Surprise,False
0.768,0.328,0.955,Surprise,False
0.8,0.05,0.251,Surprise,False
0.923,0.402,0.893,Happiness,True
0.606,0.458,0.596,Sadness,False
0.408,0.567,0.421,Disgust,False
0.851,0.314,0.691,Surprise,False
0.83,0.502,0.73,Surprise,False
0.78,0.526,0.11,Sadness,True
0.568,0.271,0.46,Sadness,False
0.361,0.83,0.68,Surprise,False
0.464,0.294,0.722,Surprise,False
0.065,0.026,0.18,Fear,False
0.794,0.842,0.472,Fear,True
0.043,0.989,0.24,Surprise,False
0.717,0.99,0.554,Surprise,False
0.526,0.441,0.503,Surprise,False
0.691,0.625,0.159,Fear,False
0.49,0.95,0.497,Surprise,False
0.566,0.983,0.218,Surprise,False
0.929,0.84,0.721,Surprise,False
0.462,0.276,0.762,Surprise,False
0.365,0.12,0.454,Surprise,False
0.219,0.972,0.914,Surprise,False
0.956,0.577,0.376,Surprise,False
0.258,0.686,0.904,Surprise,False
0.217,0.531,0.436,Disgust,False
0.759,0.213,0.998,Surprise,False
0.086,0.267,0.108,Fear,False
0.627,0.069,0.337,Sadness,False
0.109,0.717,0.154,Fear,False
0.541,0.945,0.782,Surprise,False
0.682,0.002,0.397,Sadness,False
0.018,0.308,0.173,Fear,False
0.294,0.143,0.782,Surprise,False
0.844,0.527,0.226,Surprise,False
0.018,0.641,0.744,Happiness,True
0.781,0.186,0.395,Surprise,False
0.155,0.06,0.944,Surprise,False
0.567,0.564,0.35,Surprise,False
0.412,0.028,0.742,Happiness,True
0.089,0.661,0.774,Surprise,False
0.4,0.836,0.527,Surprise,False
0.868,0.627,0.424,Surprise,False
0.437,0.492,0.211,Surprise,False
0.651,0.422,0.108,Fear,False
0.491,0.297,0.716,Surprise,False
0.91,0.155,0.028,Fear,False
0.958,0.569,0.743,Surprise,False
0.429,0.481,0.394,Surprise,False
0.068,0.332,0.439,Surprise,False
0.765,0.06,0.814,Surprise,False
0.147,0.58,0.878,Fear,True
0.674,0.184,0.149,Fear,False
0.018,0.092,0.805,Surprise,False
0.725,0.892,0.316,Surprise,False
0.175,0.232,0.952,Fear,True
0.437,0.286,0.034,Sadness,True
0.607,0.545,0.381,Surprise,False
0.513,0.881,0.645,Surprise,False
0.011,0.613,0.661,Surprise,False
0.349,0.12,0.747,Surprise,False
0.863,0.858,0.431,Surprise,False
0.703,0.381,0.911,Surprise,False
0.274,0.123,0.866,Surprise,False
0.976,0.32,0.298,Surprise,False
0.265,0.381,0.146,Fear,False
0.316,0.517,0.895,Surprise,False
0.302,0.426,0.742,Surprise,False
0.167,0.716,0.083,Fear,False
0.914,0.733,0.195,Fear,False
0.514,0.086,0.849,Surprise,False
0.767,0.284,0.745,Surprise,False
0.141,0.408,0.213,Surprise,False
0.572,0.833,0.02,Fear,False
0.666,0.27,0.456,Sadness,False
0.251,0.694,0.158,Fear,False
0.511,0.203,0.938,Surprise,False
0.11,0.678,0.966,Surprise,False
0.706,0.104,0.327,Sadness,False
0.289,0.297,0.892,Fear,True
0.089,0.028,0.921,Surprise,False
0.639,0.759,0.832,Surprise,False
0.712,0.749,0.59,Surprise,False
0.038,0.335,0.43,Surprise,False
0.266,0.039,0.15,Fear,False
0.701,0.178,0.334,Sadness,False
0.263,0.91,0.944,Surprise,False
0.352,0.526,0.407,Disgust,False
0.535,0.206,0.184,Fear,False
0.882,0.896,0.073,Disgust,True
0.581,0.489,0.837,Surprise,False
0.425,0.67,0.276,Surprise,False
0.376,0.354,0.671,Disgust,False
0.285,0.354,0.143,Fear,False
0.597,0.141,0.965,Surprise,False
0.423,0.837,0.74,Surprise,False
0.333,0.433,0.089,Fear,False
0.934,0.559,0.35,Fear,True
0.77,0.981,0.428,Surprise,False
0.638,0.606,0.964,Surprise,False
0.363,0.255,0.142,Fear,False
0.884,0.729,0.147,Fear,False
0.38,0.795,0.853,Surprise,False
0.55,0.477,0.939,Surprise,False
0.563,0.209,0.196,Fear,False
0.835,0.296,0.287,Surprise,False
0.874,0.868,0.973,Surprise,False
0.988,0.931,0.127,Fear,False
0.684,0.483,0.116,Fear,False
0.962,0.094,0.965,Surprise,False
0.081,0.642,0.156,Fear,False
0.893,0.76,0.574,Surprise,False
0.342,0.284,0.532,Happiness,True
0.193,0.227,0.943,Surprise,False
0.648,0.096,0.83,Surprise,False
0.397,0.377,0.583,Disgust,False
0.109,0.144,0.415,Surprise,False
0.277,0.831,0.954,Surprise,False
0.898,0.036,0.959,Surprise,False
0.881,0.663,0.51,Surprise,False
0.135,0.972,0.158,Fear,False
0.822,0.908,0.38,Surprise,False
0.455,0.676,0.664,Surprise,False
0.029,0.107,0.863,Surprise,False
0.692,0.891,0.063,Fear,False
0.448,0.382,0.997,Surprise,False
0.699,0.336,0.766,Surprise,False
0.971,0.594,0.079,Fear,False
0.025,0.253,0.704,Surprise,False
0.05,0.631,0.075,Fear,False
0.353,0.142,0.93,Surprise,False
0.606,0.714,0.099,Fear,False
0.192,0.956,0.738,Surprise,False
0.84,0.499,0.013,Fear,False
0.645,0.34,0.217,Sadness,False
0.943,0.287,0.905,Surprise,False
0.476,0.516,0.824,Surprise,False
0.924,0.931,0.791,Surprise,False
0.191,0.328,0.431,Surprise,False
0.563,0.952,0.304,Fear,True
0.378,0.721,0.24,Surprise,False
0.835,0.694,0.24,Surprise,False
0.29,0.529,0.242,Surprise,False
0.2,0.535,0.875,Surprise,False
0.315,0.032,0.974,Surprise,False
0.323,0.752,0.584,Surprise,False
0.35,0.463,0.219,Surprise,False
0.036,0.813,0.194,Fear,False
0.852,0.367,0.596,Surprise,False
0.105,0.882,0.409,Surprise,False
0.035,0.557,0.816,Surprise,False
0.797,0.433,0.039,Fear,False
0.6,0.917,0.395,Surprise,False
0.313,0.774,0.335,Fear,True
0.518,0.703,0.547,Fear,True
0.109,0.303,0.159,Fear,False
0.712,0.507,0.689,Surprise,False
0.732,0.894,0.767,Surprise,False
0.013,0.361,0.688,Fear,True
0.449,0.467,0.653,Surprise,False
0.922,0.706,0.676,Fear,True
0.209,0.738,0.721,Surprise,False
0.652,0.132,0.305,Sadness,False
0.841,0.577,0.924,Surprise,False
0.712,0.448,0.757,Surprise,False
0.187,0.029,0.258,Surprise,False
0.99,0.079,0.775,Surprise,False
0.337,0.82,0.752,Surprise,False
0.281,0.099,0.887,Surprise,False
0.754,0.75,0.612,Surprise,False
0.506,0.241,0.346,Surprise,False
0.093,0.987,0.206,Surprise,False
0.998,0.34,0.999,Surprise,False
0.599,0.024,0.486,Sadness,False
0.304,0.924,0.429,Happiness,True
0.009,0.727,0.735,Anger,False
0.208,0.331,0.337,Disgust,False
0.428,0.323,0.932,Surprise,False
0.361,0.082,0.331,Surprise,False
0.642,0.77,0.915,Surprise,False
0.89,0.807,0.652,Surprise,False
0.012,0.084,0.927,Surprise,False
0.366,0.85,0.799,Surprise,False
0.099,0.322,0.295,Happiness,True
0.136,0.581,0.229,Surprise,False
0.314,0.198,0.678,Surprise,False
0.017,0.908,0.896,Anger,False
0.444,0.967,0.032,Fear,False
0.289,0.875,0.311,Surprise,False
0.383,0.863,0.103,Fear,False
0.338,0.47,0.497,Disgust,False
0.327,0.635,0.396,Disgust,False
0.082,0.537,0.881,Surprise,False
0.061,0.17,0.277,Surprise,False
0.43,0.485,0.761,Surprise,False
0.254,0.607,0.639,Anger,True
0.598,0.132,0.805,Surprise,False
0.051,0.23,0.346,Surprise,False
0.442,0.529,0.382,Surprise,False
0.594,0.586,0.624,Surprise,False
0.157,0.098,0.398,Surprise,False
0.316,0.113,0.009,Fear,False
0.985,0.762,0.653,Anger,False
0.288,0.33,0.447,Disgust,False
0.605,0.847,0.241,Surprise,False
0.175,0.959,0.344,Surprise,False
0.503,0.258,0.663,Surprise,False
0.13,0.739,0.277,Surprise,False
0.951,0.806,0.244,Happiness,True
0.895,0.943,0.397,Surprise,False
0.97,0.005,0.462,Surprise,False
0.627,0.647,0.581,Surprise,False
0.201,0.01,0.636,Surprise,False
0.558,0.323,0.88,Surprise,False
0.894,0.12,0.825,Surprise,False
0.671,0.169,0.787,Surprise,False
0.019,0.373,0.348,Surprise,False
0.963,0.391,0.708,Surprise,False
0.237,0.693,0.931,Surprise,False
0.425,0.6,0.835,Surprise,False
0.103,0.69,0.773,Fear,True
0.69,0.252,0.573,Sadness,False
0.546,0.121,0.743,Surprise,False
0.65,0.979,0.67,Surprise,False
0.048,0.059,0.157,Disgust,True
0.709,0.158,0.811,Surprise,False
0.261,0.801,0.285,Surprise,False
0.292,0.019,0.602,Surprise,False
0.265,0.854,0.022,Fear,False
0.738,0.672,0.597,Surprise,False
0.9,0.369,0.651,Surprise,False
0.026,0.545,0.791,Surprise,False
0.144,0.37,0.663,Surprise,False
0.697,0.33,0.671,Surprise,False
0.198,0.796,0.092,Fear,False
0.298,0.424,0.55,Disgust,False
0.061,0.96,0.96,Surprise,False
0.137,0.318,0.174,Fear,False
0.467,0.547,0.842,Surprise,False
0.068,0.787,0.441,Fear,True
0.465,0.16,0.879,Surprise,False
0.627,0.743,0.943,Surprise,False
0.761,0.734,0.299,Surprise,False
0.159,0.449,0.48,Surprise,False
0.329,0.317,0.729,Surprise,False
0.943,0.4,0.116,Fear,False
0.384,0.054,0.652,Surprise,False
0.389,0.141,0.364,Surprise,False
0.575,0.872,0.909,Surprise,False
0.52,0.87,0.276,Surprise,False
0.311,0.015,0.108,Fear,False
0.318,0.262,0.953,Surprise,False
0.95,0.417,0.203,Surprise,False
0.116,0.288,0.683,Surprise,False
0.797,0.95,0.453,Happiness,True
0.715,0.442,0.543,Sadness,False
0.949,0.389,0.708,Happiness,True
0.224,0.891,0.032,Fear,False
0.953,0.588,0.112,Fear,False
0.211,0.361,0.955,Surprise,False
0.116,0.745,0.349,Surprise,False
0.448,0.281,0.738,Surprise,False
0.593,0.468,0.483,Sadness,False
0.924,0.27,0.507,Surprise,False
0.041,0.169,0.656,Surprise,False
0.5,0.44,0.15,Fear,False
0.892,0.178,0.392,Surprise,False
0.546,0.207,0.011,Disgust,True
0.372,0.647,0.527,Disgust,False
0.8,0.76,0.557,Surprise,False
0.792,0.831,0.262,Surprise,False
0.771,0.852,0.678,Surprise,False
0.321,0.095,0.72,Surprise,False
0.817,1.0,0.365,Surprise,False
0.979,0.816,0.87,Surprise,True
0.868,0.539,0.545,Fear,True
0.703,0.12,0.373,Sadness,False
0.042,0.946,0.217,Surprise,False
0.616,0.219,0.59,Sadness,False
0.107,0.041,0.64,Surprise,False
0.76,0.583,0.448,Surprise,False
0.358,0.482,0.35,Disgust,False
0.504,0.387,0.621,Surprise,False
0.806,0.845,0.43,Surprise,False
0.527,0.545,0.148,Fear,False
0.114,0.494,0.713,Surprise,False
0.449,0.794,0.9,Surprise,False
0.266,0.011,0.54,Surprise,False
0.42,0.769,0.284,Surprise,False
0.385,0.886,0.573,Surprise,False
0.762,0.227,0.286,Surprise,False
0.984,0.006,0.476,Surprise,False
0.705,0.551,0.403,Surprise,False
0.324,0.721,0.371,Surprise,False
0.242,0.24,0.87,Surprise,False
0.616,0.497,0.886,Surprise,False
0.004,0.373,0.081,Fear,False
0.694,0.619,0.729,Surprise,False
0.944,0.632,0.063,Fear,False
0.096,0.657,0.543,Surprise,False
0.471,0.637,0.797,Surprise,False
0.249,0.254,0.152,Fear,False
0.224,0.692,0.748,Surprise,False
0.45,0.572,0.993,Happiness,True
0.287,0.26,0.401,Surprise,False
0.108,0.217,0.802,Surprise,False
0.601,0.696,0.336,Surprise,False
0.367,0.056,0.477,Surprise,False
0.71,0.542,0.769,Surprise,False
0.52,0.324,0.695,Surprise,False
0.238,0.644,0.489,Disgust,False
0.874,0.833,0.566,Surprise,False
0.536,0.109,0.121,Fear,False
0.791,0.44,0.864,Surprise,False
0.253,0.625,0.232,Surprise,False
0.336,0.707,0.017,Fear,False
0.876,0.121,0.373,Surprise,False
0.902,0.339,0.469,Surprise,False
0.018,0.321,0.895,Surprise,False
0.069,0.271,0.224,Surprise,False
0.13,0.979,0.545,Surprise,False
0.106,0.938,0.32,Surprise,False
0.252,0.448,0.497,Sadness,True
0.476,0.217,0.236,Surprise,False
0.23,0.31,0.678,Disgust,False
0.669,0.705,0.903,Surprise,False
0.169,0.826,0.602,Surprise,False
0.581,0.746,0.773,Surprise,False
0.541,0.157,0.195,Fear,False
0.652,0.693,0.243,Surprise,False
0.985,0.357,0.852,Surprise,False
0.617,0.697,0.17,Fear,False
0.982,0.854,0.115,Fear,False
0.302,0.626,0.697,Disgust,False
0.748,0.628,0.994,Surprise,False
0.23,0.602,0.526,Disgust,False
0.957,0.436,0.155,Fear,False
0.401,0.224,0.854,Surprise,False
0.901,0.413,0.702,Surprise,False
0.012,0.136,0.067,Fear,False
0.872,0.903,0.532,Surprise,False
0.916,0.747,0.033,Fear,False
0.898,0.703,0.021,Fear,False
0.579,0.831,0.758,Surprise,False
0.213,0.505,0.011,Fear,False
0.723,0.836,0.192,Fear,False
0.148,0.983,0.928,Happiness,False
0.178,0.301,0.798,Surprise,False
0.073,0.155,0.83,Surprise,False
0.175,0.21,0.378,Surprise,False
0.454,0.706,0.742,Surprise,False
0.852,0.398,0.44,Surprise,False
0.526,0.659,0.471,Surprise,False
0.671,0.657,0.965,Surprise,False
0.994,0.487,0.343,Fear,True
0.363,0.043,0.049,Fear,False
0.927,0.128,0.97,Surprise,False
0.322,0.927,0.293,Surprise,False
0.878,0.42,0.443,Surprise,False
0.481,0.636,0.952,Surprise,False
0.658,0.869,0.273,Surprise,False
0.683,0.65,0.827,Surprise,False
0.026,0.552,0.358,Surprise,False
0.151,0.167,0.672,Surprise,False
0.916,0.711,0.605,Surprise,False
0.97,0.029,0.611,Surprise,False
0.321,0.045,0.106,Fear,False
0.573,0.612,0.497,Surprise,False
0.532,0.826,0.065,Fear,False
0.908,0.968,0.884,Surprise,False
0.404,0.577,0.178,Sadness,True
0.546,0.366,0.144,Fear,False
0.774,0.163,0.335,Surprise,False
0.032,0.577,0.134,Fear,False
0.531,0.602,0.092,Disgust,True
0.591,0.567,0.815,Surprise,False
0.261,0.249,0.615,Surprise,False
0.396,0.723,0.358,Surprise,False
0.791,0.28,0.474,Surprise,False
0.618,0.573,0.083,Fear,False
0.957,0.632,0.519,Surprise,False
0.337,0.639,0.435,Disgust,False
0.167,0.95,0.013,Disgust,True
0.999,0.15,0.346,Surprise,False
0.838,0.716,0.995,Happiness,True
0.886,0.109,0.852,Fear,True
0.718,0.292,0.647,Surprise,False
0.984,0.762,0.787,Anger,False
0.42,0.866,0.115,Fear,False
0.077,0.59,0.98,Fear,True
0.636,0.859,0.859,Surprise,False
0.609,0.592,0.248,Fear,True
0.691,0.363,0.336,Sadness,False
0.754,0.529,0.581,Happiness,True
0.176,0.798,0.871,Happiness,False
0.782,0.038,0.48,Surprise,False
0.187,0.438,0.774,Surprise,False
0.346,0.314,0.7,Surprise,False
0.805,0.83,0.788,Surprise,False
0.195,0.934,0.563,Surprise,False
0.381,0.853,0.871,Surprise,False
0.156,0.817,0.751,Happiness,False
0.285,0.554,0.577,Disgust,False
0.016,0.155,0.748,Fear,True
0.652,0.907,0.041,Fear,False
0.895,0.175,0.692,Surprise,False
0.038,0.773,0.428,Surprise,False
0.173,0.404,0.385,Surprise,False
0.301,0.696,0.257,Surprise,False
0.839,0.382,0.391,Surprise,False
0.271,0.987,0.837,Surprise,False
0.069,0.217,0.655,Surprise,False
0.966,0.029,0.53,Surprise,False
0.711,0.59,0.762,Surprise,False
0.768,0.5,0.337,Surprise,False
0.362,0.247,0.635,Surprise,False
0.471,0.614,0.923,Surprise,False
0.138,0.299,0.806,Surprise,False
0.198,0.241,0.8,Surprise,False
0.886,0.441,0.585,Surprise,False
0.814,0.338,0.021,Fear,False
0.794,0.124,0.028,Fear,False
0.374,0.179,0.124,Fear,False
0.905,0.093,0.812,Surprise,False
0.526,0.928,0.352,Happiness,True
0.72,0.346,0.386,Sadness,False
0.563,0.143,0.634,Surprise,False
0.435,0.514,0.773,Surprise,False
0.019,0.234,0.543,Surprise,False
0.501,0.762,0.727,Surprise,False
0.864,0.046,0.933,Surprise,False
0.086,0.043,0.078,Fear,False
0.535,0.398,0.406,Fear,True
0.486,0.006,0.809,Surprise,False
0.81,0.954,0.163,Fear,False
0.38,0.59,0.083,Fear,False
0.222,0.311,0.672,Disgust,False
0.996,0.115,0.381,Fear,True
0.601,0.682,0.817,Surprise,False
0.352,0.404,0.411,Disgust,False
0.676,0.875,0.437,Happiness,True
0.477,0.611,0.716,Surprise,False
0.727,0.204,0.732,Surprise,False
0.796,0.357,0.642,Surprise,False
0.544,0.283,0.159,Fear,False
0.705,0.923,0.544,Surprise,False
0.827,0.46,0.608,Surprise,False
0.065,0.233,0.974,Surprise,False
0.429,0.472,0.098,Fear,False
0.121,0.674,0.835,Surprise,False
0.408,0.169,0.958,Surprise,False
0.992,0.943,0.932,Anger,False
0.06,0.475,0.938,Surprise,False
0.086,0.735,0.29,Surprise,False
0.564,0.871,0.892,Surprise,False
0.71,0.444,0.316,Sadness,False
0.648,0.639,0.24,Surprise,False
0.472,0.729,0.233,Surprise,False
0.099,0.414,0.414,Surprise,False
0.563,0.073,0.325,Sadness,False
0.957,0.545,0.48,Surprise,False
0.982,0.115,0.703,Surprise,False
0.286,0.089,0.915,Surprise,False
0.584,0.6,0.966,Fear,True
0.043,0.046,0.893,Surprise,False
0.325,0.706,0.49,Surprise,False
0.76,0.393,0.853,Surprise,False
0.911,0.117,0.947,Happiness,True
0.749,0.817,0.729,Surprise,False
0.559,0.866,0.423,Surprise,False
0.667,0.777,0.602,Surprise,False
0.562,0.225,0.299,Sadness,False
0.763,0.41,0.972,Surprise,False
0.93,0.906,0.149,Fear,False
0.1,0.845,0.819,Surprise,True
0.223,0.356,0.924,Surprise,False
0.703,0.414,0.263,Sadness,False
0.315,0.218,0.657,Surprise,False
0.345,0.132,0.22,Surprise,False
0.973,0.045,0.325,Surprise,False
0.427,0.849,0.911,Surprise,False
0.581,0.987,0.792,Surprise,False
0.728,0.158,0.073,Fear,False
0.161,0.359,0.509,Surprise,False
0.725,0.234,0.722,Surprise,False
0.688,0.934,0.224,Surprise,False
0.755,0.387,0.877,Surprise,False
0.987,0.146,0.933,Surprise,False
0.814,0.911,0.708,Surprise,False
0.056,0.706,0.532,Surprise,False
0.863,0.964,0.336,Surprise,False
0.703,0.168,0.029,Fear,False
0.033,0.712,0.165,Fear,False
0.205,0.015,0.226,Surprise,False
0.179,0.663,0.933,Surprise,False
0.907,0.941,0.828,Surprise,False
0.205,0.108,0.857,Surprise,False
0.967,0.449,0.112,Fear,False
0.512,0.317,0.606,Surprise,False
0.878,0.978,0.951,Surprise,False
0.512,0.274,0.609,Surprise,False
0.905,0.459,0.014,Fear,False
0.056,0.921,0.829,Surprise,False
0.234,0.14,0.379,Surprise,False
0.824,0.778,0.025,Fear,False
0.126,0.019,0.79,Surprise,False
0.697,0.795,0.602,Surprise,False
0.425,0.115,0.219,Surprise,False
0.559,0.773,0.055,Fear,False
0.849,0.867,0.939,Happiness,True
0.385,0.016,0.811,Surprise,False
0.94,0.351,0.925,Surprise,False
0.701,0.302,0.227,Sadness,False
0.01,0.534,0.649,Surprise,False
0.177,0.149,0.387,Surprise,False
0.327,0.175,0.669,Surprise,False
0.023,0.851,0.182,Fear,False
0.984,0.723,0.984,Anger,False
0.738,0.261,0.122,Fear,False
0.046,0.372,0.199,Fear,False
0.084,0.287,0.009,Fear,False
0.152,0.361,0.876,Surprise,False
0.511,0.432,0.127,Fear,False
0.682,0.91,0.091,Fear,False
0.549,0.336,0.455,Happiness,True
0.501,0.834,0.301,Surprise,False
0.797,0.854,0.305,Surprise,False
0.781,0.61,0.305,Surprise,False
0.31,0.126,0.102,Fear,False
0.89,0.648,0.234,Surprise,False
0.57,0.91,0.721,Surprise,False
0.476,0.685,0.988,Surprise,False
0.782,0.866,0.509,Surprise,False
0.991,0.812,0.123,Fear,False
0.015,0.116,0.114,Fear,False
0.459,0.324,0.994,Surprise,False
0.978,0.193,0.478,Surprise,False
0.498,0.889,0.443,Surprise,False
0.938,0.129,0.106,Fear,False
0.754,0.482,0.754,Surprise,False
0.853,0.593,0.603,Surprise,False
0.447,0.673,0.116,Fear,False
0.637,0.64,0.387,Surprise,False
0.07,0.901,0.697,Surprise,False
0.275,0.939,0.706,Surprise,False
0.772,0.789,0.945,Surprise,False
0.597,0.219,0.094,Fear,False
0.852,0.033,0.863,Surprise,False
0.626,0.319,0.043,Fear,False
0.616,0.84,0.614,Surprise,False
0.722,0.286,0.196,Fear,False
0.123,0.237,0.702,Surprise,False
0.343,0.96,0.05,Fear,False
0.211,0.944,0.565,Surprise,False
0.732,0.579,0.755,Surprise,False
0.793,0.175,0.08,Fear,False
0.193,0.344,0.687,Surprise,False
0.307,0.878,0.339,Surprise,False
0.311,0.785,0.533,Surprise,False
0.437,0.57,0.105,Fear,False
0.083,0.289,0.036,Fear,False
0.385,0.25,0.959,Surprise,False
0.128,0.66,0.981,Happiness,True
0.141,0.568,0.573,Surprise,False
0.25,0.702,0.583,Surprise,False
0.003,0.316,0.03,Fear,False
0.997,0.388,0.917,Surprise,False
0.527,0.902,0.2,Surprise,False
0.944,0.171,0.359,Surprise,False
0.305,0.336,0.199,Fear,False
0.725,0.077,0.959,Surprise,False
0.219,0.853,0.908,Happiness,True
0.731,0.21,0.056,Fear,False
0.383,0.29,0.365,Surprise,False
0.316,0.378,0.264,Surprise,False
0.122,0.156,0.476,Happiness,True
0.705,0.154,0.266,Sadness,False
0.498,0.218,0.385,Surprise,False
0.873,0.248,0.478,Surprise,False
0.843,0.013,0.085,Sadness,True
0.697,0.266,0.666,Surprise,False
0.935,0.924,0.847,Surprise,False
0.197,0.892,0.212,Surprise,False
0.789,0.542,0.262,Surprise,False
0.769,0.474,0.885,Surprise,False
0.664,0.3,0.845,Fear,True
0.0,0.554,0.733,Surprise,False
0.005,0.787,0.175,Sadness,True
0.666,0.903,0.178,Disgust,True
0.175,0.392,0.186,Disgust,True
0.94,0.223,0.986,Surprise,False
0.465,0.567,0.773,Surprise,False
0.682,0.311,0.646,Fear,True
0.781,0.743,0.117,Fear,False
0.429,0.376,0.409,Surprise,False
0.033,0.911,0.784,Surprise,True
0.887,0.229,0.221,Surprise,False
0.261,0.147,0.389,Surprise,False
0.469,0.151,0.571,Surprise,False
0.096,0.858,0.044,Fear,False
0.583,0.076,0.276,Disgust,True
0.559,0.303,0.544,Sadness,False
0.112,0.089,0.844,Surprise,False
0.754,0.678,0.466,Surprise,False
0.77,0.223,0.669,Happiness,True
0.75,0.749,0.791,Surprise,False
0.152,0.864,0.845,Happiness,False
0.531,0.693,0.602,Fear,True
0.363,0.916,0.324,Surprise,False
0.694,0.805,0.775,Surprise,False
0.778,0.886,0.952,Surprise,False
0.819,0.679,0.68,Surprise,False
0.537,0.373,0.081,Fear,False
0.508,0.492,0.431,Surprise,False
0.213,0.838,0.737,Surprise,False
0.413,0.867,0.926,Surprise,False
0.069,0.16,0.536,Surprise,False
0.636,0.831,0.897,Fear,True
0.303,0.137,0.118,Fear,False
0.467,0.413,0.512,Happiness,True
0.306,0.887,0.759,Surprise,False
0.563,0.219,0.834,Surprise,False
0.342,0.056,0.176,Fear,False
0.348,0.817,0.584,Surprise,False
0.303,0.503,0.684,Disgust,False
0.951,0.487,0.754,Surprise,False
0.373,0.222,0.109,Fear,False
0.041,0.464,0.504,Surprise,False
0.5,0.174,0.754,Surprise,False
0.502,0.487,0.475,Surprise,False
0.551,0.673,0.635,Happiness,True
0.294,0.381,0.394,Disgust,False
0.919,0.867,0.76,Surprise,False
0.49,0.17,0.083,Fear,False
0.176,0.439,0.99,Surprise,False
0.233,0.733,0.15,Fear,False
0.625,0.31,0.829,Surprise,False
0.282,0.682,0.822,Surprise,False
0.83,0.115,0.968,Surprise,False
0.875,0.644,0.774,Surprise,False
0.777,0.739,0.911,Surprise,False
0.219,0.312,0.264,Surprise,False
0.386,0.974,0.437,Surprise,False
0.069,0.139,0.571,Surprise,False
0.83,0.449,0.949,Surprise,False
0.785,0.546,0.104,Fear,False
0.355,0.182,0.142,Fear,False
0.692,0.911,0.179,Fear,False
0.149,0.71,0.691,Surprise,False
0.873,0.263,0.884,Surprise,False
0.93,0.766,0.294,Fear,True
